Commune_Number,Commune_Name,EPCI_Number,Very_Low_Income_Population_Count,Very_Low_Income_Population_Percent
52179,Doulevant-le-Petit,200068666,nd,10.1
52181,Échenay,200044253,nd,10.1
52182,Éclaron-Braucourt-Sainte-Livière,200068666,nd,10.1
52183,Ecot-la-Combe,200069664,nd,7.1
52184,Effincourt,200044253,nd,10.1
52185,Enfonvelle,200070332,nd,6.7
52187,Épizon,200044253,nd,10.1
52189,Le Val-d'Esnoms,200027308,nd,4.4
52190,Esnouveaux,200068658,nd,7.6
52193,Euffigneix,200068658,nd,7.6
52194,Eurville-Bienville,200068666,nd,10.1
52195,Farincourt,200070332,nd,6.7
52196,Faverolles,200072999,nd,7.3
52197,Fayl-Billot,200070332,nd,6.7
52198,Fays,200068666,nd,10.1
52199,Ferrière-et-Lafolie,200044253,nd,10.1
52200,Flagey,200027308,nd,4.4
52201,Flammerécourt,200044253,nd,10.1
52203,Fontaines-sur-Marne,200068666,nd,10.1
52204,Forcey,200068658,nd,7.6
52205,Foulain,200068658,nd,7.6
52206,Frampas,200068666,nd,10.1
52207,Frécourt,200072999,nd,7.3
52208,Fresnes-sur-Apance,200070332,nd,6.7
52211,Froncles,200068658,nd,7.6
52212,Fronville,200044253,nd,10.1
52213,Genevrières,200070332,nd,6.7
52214,La Genevroye,200068658,nd,7.6
52216,Germaines,200027308,nd,4.4
52217,Germainvilliers,200069664,nd,7.1
52218,Germay,200044253,nd,10.1
52219,Germisay,200044253,nd,10.1
52220,Giey-sur-Aujon,245200597,nd,5.8
52221,Gillancourt,200068658,nd,7.6
52222,Gillaumé,200044253,nd,10.1
52223,Gilley,200070332,nd,6.7
52227,Graffigny-Chemin,200069664,nd,7.1
52228,Grandchamp,200027308,nd,4.4
52229,Grenant,200070332,nd,6.7
52230,Gudmont-Villiers,200044253,nd,10.1
52231,Guindrecourt-aux-Ormes,200044253,nd,10.1
52232,Guindrecourt-sur-Blaise,200068658,nd,7.6
52233,Guyonvelle,200070332,nd,6.7
52234,Hâcourt,200069664,nd,7.1
52235,Hallignicourt,200068666,nd,10.1
52237,Harréville-les-Chanteurs,200069664,nd,7.1
52240,Heuilley-le-Grand,200070332,nd,6.7
52242,Haute-Amance,200070332,nd,6.7
52243,Huilliécourt,200069664,nd,7.1
52244,Humbécourt,200068666,nd,10.1
52245,Humberville,200069664,nd,7.1
52246,Humes-Jorquenay,200072999,nd,7.3
52247,Illoud,200069664,nd,7.1
52248,Is-en-Bassigny,200072999,nd,7.3
52249,Isômes,200027308,nd,4.4
52250,Joinville,200044253,nd,10.1
52251,Jonchery,200068658,nd,7.6
52253,Juzennecourt,200068658,nd,7.6
52254,Lachapelle-en-Blaisy,200068658,nd,7.6
52256,Lafauche,200069664,nd,7.1
52257,Laferté-sur-Amance,200070332,nd,6.7
52258,Laferté-sur-Aube,245200597,nd,5.8
52260,Lamancine,200068658,nd,7.6
52264,Laneuvelle,200070332,nd,6.7
52265,Bayard-sur-Marne,200068666,nd,10.1
52266,Laneuville-à-Rémy,200068666,nd,10.1
52267,Laneuville-au-Pont,200068666,nd,10.1
52269,Langres,200072999,nd,7.3
52271,Lanques-sur-Rognon,200068658,nd,7.6
52272,Lanty-sur-Aube,245200597,nd,5.8
52273,Larivière-Arnoncourt,200070332,nd,6.7
52274,Latrecey-Ormoy-sur-Aube,245200597,nd,5.8
52275,Lavernoy,200072999,nd,7.3
52276,Laville-aux-Bois,200068658,nd,7.6
52277,Lavilleneuve,200072999,nd,7.3
52278,Lavilleneuve-au-Roi,245200597,nd,5.8
52280,Lecey,200072999,nd,7.3
52282,Leffonds,245200597,nd,5.8
52284,Leschères-sur-le-Blaiseron,200044253,nd,10.1
52285,Leuchey,200027308,nd,4.4
52286,Leurville,200069664,nd,7.1
52287,Levécourt,200069664,nd,7.1
52288,Lezéville,200044253,nd,10.1
52289,Liffol-le-Petit,200068559,nd,7.9
52290,Les Loges,200070332,nd,6.7
52291,Longchamp,200069664,nd,7.1
52292,Longeau-Percey,200027308,nd,4.4
52294,Louvemont,200068666,nd,10.1
52295,Louvières,200068658,nd,7.6
52297,Luzy-sur-Marne,200068658,nd,7.6
52298,Maâtz,200027308,nd,4.4
52300,Magneux,200068666,nd,10.1
52301,Maisoncelles,200069664,nd,7.1
52302,Maizières,200068666,nd,10.1
52303,Maizières-sur-Amance,200070332,nd,6.7
52304,Malaincourt-sur-Meuse,200069664,nd,7.1
52305,Mandres-la-Côte,200068658,nd,7.6
52306,Manois,200069664,nd,7.1
52307,Marac,200072999,nd,7.3
52308,Maranville,245200597,nd,5.8
52310,Marbéville,200068658,nd,7.6
52311,Marcilly-en-Bassigny,200072999,nd,7.3
52312,Mardor,200072999,nd,7.3
52313,Mareilles,200069664,nd,7.1
52315,Marnay-sur-Marne,200068658,nd,7.6
52316,Mathons,200044253,nd,10.1
52318,Melay,200070332,nd,6.7
52319,Mennouveaux,200069664,nd,7.1
52320,Merrey,200069664,nd,7.1
52321,Mertrud,200044253,nd,10.1
52322,Meures,200068658,nd,7.6
52325,Millières,200069664,nd,7.1
52326,Mirbel,200068658,nd,7.6
52327,Moëslains,200068666,nd,10.1
52328,Montcharvot,200070332,nd,6.7
52330,Montheries,245200597,nd,5.8
52331,La Porte du Der,200068666,nd,10.1
52332,Val-de-Meuse,200072999,nd,7.3
52335,Montot-sur-Rognon,200069664,nd,7.1
52336,Montreuil-sur-Blaise,200068666,nd,10.1
52337,Montreuil-sur-Thonnance,200044253,nd,10.1
52341,Morancourt,200068666,nd,10.1
52342,Morionvilliers,200044253,nd,10.1
52344,Mouilleron,200027308,nd,4.4
52346,Mussey-sur-Marne,200044253,nd,10.1
52347,Narcy,200068666,nd,10.1
52348,Neuilly-l'Évêque,200072999,nd,7.3
52349,Neuilly-sur-Suize,200068658,nd,7.6
52350,Neuvelle-lès-Voisey,200070332,nd,6.7
52352,Ninville,200068658,nd,7.6
52353,Nogent,200068658,nd,7.6
52354,Noidant-Chatenoy,200070332,nd,6.7
52355,Noidant-le-Rocheux,200072999,nd,7.3
52356,Nomécourt,200044253,nd,10.1
52357,Noncourt-sur-le-Rongeant,200044253,nd,10.1
52358,Noyers,200072999,nd,7.3
52359,Nully,200044253,nd,10.1
52360,Occey,200027308,nd,4.4
52362,Orbigny-au-Mont,200072999,nd,7.3
52363,Orbigny-au-Val,200072999,nd,7.3
52364,Orcevaux,200027308,nd,4.4
52365,Orges,245200597,nd,5.8
52366,Ormancey,200072999,nd,7.3
52367,Ormoy-lès-Sexfontaines,200068658,nd,7.6
52369,Orquevaux,200069664,nd,7.1
52370,Osne-le-Val,200068666,nd,10.1
52371,Oudincourt,200068658,nd,7.6
52372,Outremécourt,200069664,nd,7.1
52373,Ozières,200069664,nd,7.1
52374,Le Pailly,200070332,nd,6.7
52375,Palaiseul,200070332,nd,6.7
52376,Pansey,200044253,nd,10.1
52377,Parnoy-en-Bassigny,200070332,nd,6.7
52378,Paroy-sur-Saulx,200044253,nd,10.1
52380,Peigney,200072999,nd,7.3
52383,Perrancey-les-Vieux-Moulins,200072999,nd,7.3
52384,Perrogney-les-Fontaines,200027308,nd,4.4
52385,Perrusse,200072999,nd,7.3
52386,Perthes,200068666,nd,10.1
52388,Pierremont-sur-Amance,200070332,nd,6.7
52390,Pisseloup,200070332,nd,6.7
52391,Planrupt,200068666,nd,10.1
52392,Plesnoy,200072999,nd,7.3
52393,Poinsenot,200027308,nd,4.4
52394,Poinson-lès-Fayl,200070332,nd,6.7
52395,Poinson-lès-Grancey,200027308,nd,4.4
52396,Poinson-lès-Nogent,200068658,nd,7.6
52397,Poiseul,200072999,nd,7.3
52398,Poissons,200044253,nd,10.1
52399,Pont-la-Ville,245200597,nd,5.8
52400,Le Châtelet-sur-Meuse,200070332,nd,6.7
52401,Poulangy,200068658,nd,7.6
52403,Praslay,200027308,nd,4.4
52405,Le Montsaugeonnais,200027308,nd,4.4
52406,Pressigny,200070332,nd,6.7
52407,Prez-sous-Lafauche,200069664,nd,7.1
52411,Rives Dervoises,200068666,nd,10.1
52413,Rachecourt-Suzémont,200068666,nd,10.1
52414,Rachecourt-sur-Marne,200068666,nd,10.1
52415,Rançonnières,200072999,nd,7.3
52416,Rangecourt,200072999,nd,7.3
52419,Rennepont,200068658,nd,7.6
52420,Reynel,200069664,nd,7.1
52421,Riaucourt,200068658,nd,7.6
52422,Richebourg,245200597,nd,5.8
52423,Rimaucourt,200069664,nd,7.1
52424,Rivières-le-Bois,200070332,nd,6.7
52425,Rivière-les-Fosses,200027308,nd,4.4
52426,Rizaucourt-Buchey,200068658,nd,7.6
52428,Rochefort-sur-la-Côte,200068658,nd,7.6
52429,Roches-sur-Marne,200068666,nd,10.1
52431,Rochetaillée,200027308,nd,4.4
52432,Rolampont,200072999,nd,7.3
52433,Romain-sur-Meuse,200069664,nd,7.1
52436,Rouécourt,200068658,nd,7.6
52437,Rouelles,200027308,nd,4.4
52438,Rougeux,200070332,nd,6.7
52439,Rouvres-sur-Aube,200027308,nd,4.4
52440,Rouvroy-sur-Marne,200044253,nd,10.1
52442,Rupt,200044253,nd,10.1
52443,Sailly,200044253,nd,10.1
52444,Saint-Blin,200069664,nd,7.1
52445,Saint-Broingt-le-Bois,200070332,nd,6.7
52446,Saint-Broingt-les-Fosses,200027308,nd,4.4
52447,Saint-Ciergues,200072999,nd,7.3
52448,Saint-Dizier,200068666,nd,10.1
52449,Saints-Geosmes,200072999,nd,7.3
52450,Saint-Loup-sur-Aujon,200027308,nd,4.4
52452,Saint-Martin-lès-Langres,200072999,nd,7.3
52453,Saint-Maurice,200072999,nd,7.3
52455,Saint-Thiébault,200069664,nd,7.1
52456,Saint-Urbain-Maconcourt,200044253,nd,10.1
52457,Saint-Vallier-sur-Marne,200070332,nd,6.7
52459,Sarcey,200068658,nd,7.6
52461,Sarrey,200072999,nd,7.3
52463,Saudron,200044253,nd,10.1
52464,Saulles,200070332,nd,6.7
52465,Saulxures,200072999,nd,7.3
52467,Savigny,200070332,nd,6.7
52468,Semilly,200069664,nd,7.1
52469,Semoutiers-Montsaon,200068658,nd,7.6
52470,Serqueux,200070332,nd,6.7
52472,Sexfontaines,200068658,nd,7.6
52473,Signéville,200069664,nd,7.1
52474,Silvarouvres,245200597,nd,5.8
52475,Sommancourt,200068666,nd,10.1
52476,Sommerécourt,200069664,nd,7.1
52479,Sommevoire,200068666,nd,10.1
52480,Soncourt-sur-Marne,200068658,nd,7.6
52482,Soulaucourt-sur-Mouzon,200069664,nd,7.1
52483,Soyers,200070332,nd,6.7
52484,Suzannecourt,200044253,nd,10.1
52486,Ternat,200027308,nd,4.4
52487,Thilleux,200068666,nd,10.1
52488,Thivet,200068658,nd,7.6
52489,Thol-lès-Millières,200069664,nd,7.1
52490,Thonnance-lès-Joinville,200044253,nd,10.1
52491,Thonnance-les-Moulins,200044253,nd,10.1
52492,Torcenay,200070332,nd,6.7
52493,Tornay,200070332,nd,6.7
52494,Treix,200068658,nd,7.6
52495,Trémilly,200044253,nd,10.1
52497,Troisfontaines-la-Ville,200068666,nd,10.1
52499,Vaillant,200027308,nd,4.4
52500,Valcourt,200068666,nd,10.1
52502,Valleret,200068666,nd,10.1
52503,Valleroy,200070332,nd,6.7
52504,Varennes-sur-Amance,200070332,nd,6.7
52505,Vaudrecourt,200069664,nd,7.1
52506,Vaudrémont,245200597,nd,5.8
52507,Vauxbons,200027308,nd,4.4
52510,Vaux-sur-Blaise,200068666,nd,10.1
52511,Vaux-sur-Saint-Urbain,200044253,nd,10.1
52512,Vecqueville,200044253,nd,10.1
52513,Velles,200070332,nd,6.7
52514,Verbiesles,200068658,nd,7.6
52515,Verseilles-le-Bas,200027308,nd,4.4
52516,Verseilles-le-Haut,200027308,nd,4.4
52517,Vesaignes-sous-Lafauche,200069664,nd,7.1
52518,Vesaignes-sur-Marne,200068658,nd,7.6
52519,Vesvres-sous-Chalancey,200027308,nd,4.4
52520,Vicq,200070332,nd,6.7
52522,Viéville,200068658,nd,7.6
52523,Vignes-la-Côte,200069664,nd,7.1
52524,Vignory,200068658,nd,7.6
52525,Villars-en-Azois,245200597,nd,5.8
52526,Villars-Santenoge,200027308,nd,4.4
52528,Ville-en-Blaisois,200068666,nd,10.1
52529,Villegusien-le-Lac,200027308,nd,4.4
52534,Villiers-en-Lieu,200068666,nd,10.1
52535,Villiers-le-Sec,200068658,nd,7.6
52536,Villiers-lès-Aprey,200027308,nd,4.4
52538,Villiers-sur-Suize,245200597,nd,5.8
52539,Violot,200070332,nd,6.7
52540,Vitry-en-Montagne,200027308,nd,4.4
52541,Vitry-lès-Nogent,200068658,nd,7.6
52542,Vivey,200027308,nd,4.4
52543,Voillecomte,200068666,nd,10.1
52544,Voisey,200070332,nd,6.7
52545,Voisines,200072999,nd,7.3
52546,Voncourt,200070332,nd,6.7
52547,Vouécourt,200068658,nd,7.6
52548,Vraincourt,200068658,nd,7.6
52549,Vroncourt-la-Côte,200069664,nd,7.1
52550,Wassy,200068666,nd,10.1
53001,Ahuillé,200083392,nd,6.8
53002,Alexain,200055887,nd,6
53003,Ambrières-les-Vallées,245300389,nd,6
53005,Andouillé,245300355,nd,4.6
53007,Argentré,200083392,nd,6.8
53008,Aron,200055887,nd,6
53009,Arquenay,245300223,nd,5
53010,Assé-le-Bérenger,200033298,nd,6
53011,Astillé,200048551,nd,4.8
53012,Athée,200048551,nd,4.8
53013,Averton,200042182,nd,6.3
53015,La Baconnière,245300355,nd,4.6
53016,Bais,200033298,nd,6
53017,Val-du-Maine,245300223,nd,5
53018,Ballots,200048551,nd,4.8
53019,Bannes,245300223,nd,5
53021,La Bazoge-Montpinçon,200055887,nd,6
53022,La Bazouge-de-Chemeré,245300223,nd,5
53023,La Bazouge-des-Alleux,200033298,nd,6
53025,Bazougers,245300223,nd,5
53026,Beaulieu-sur-Oudon,200083392,nd,6.8
53027,Beaumont-Pied-de-Bœuf,245300223,nd,5
53028,Belgeard,200055887,nd,6
53029,Bierné-les-Villages,245300447,nd,4.8
53030,Le Bignon-du-Maine,245300223,nd,5
53031,La Bigottière,245300355,nd,4.6
53033,La Boissière,200048551,nd,4.8
53034,Bonchamp-lès-Laval,200083392,nd,6.8
53035,Bouchamps-lès-Craon,200048551,nd,4.8
53036,Bouère,245300223,nd,5
53037,Bouessay,247200090,nd,7.4
53038,Boulay-les-Ifs,200042182,nd,6.3
53039,Le Bourgneuf-la-Forêt,200083392,nd,6.8
53040,Bourgon,200083392,nd,6.8
53041,Brains-sur-les-Marches,200048551,nd,4.8
53042,Brecé,245300389,nd,6
53043,Brée,200033298,nd,6
53045,La Brûlatte,200083392,nd,6.8
53046,Le Buret,245300223,nd,5
53047,Carelles,245300389,nd,6
53048,Chailland,245300355,nd,4.6
53049,Châlons-du-Maine,200083392,nd,6.8
53051,Champéon,200055887,nd,6
53052,Champfrémont,200042182,nd,6.3
53053,Champgenéteux,200033298,nd,6
53054,Changé,200083392,nd,6.8
53055,Chantrigné,245300389,nd,6
53056,La Chapelle-Anthenaise,200083392,nd,6.8
53057,La Chapelle-au-Riboul,200055887,nd,6
53058,La Chapelle-Craonnaise,200048551,nd,4.8
53059,La Chapelle-Rainsouin,200033298,nd,6
53061,Charchigné,200055887,nd,6
53062,Château-Gontier-sur-Mayenne,245300447,nd,4.8
53063,Châtelain,245300447,nd,4.8
53064,Châtillon-sur-Colmont,245300389,nd,6
53066,Chemazé,245300447,nd,4.8
53067,Chémeré-le-Roi,245300223,nd,5
53068,Chérancé,200048551,nd,4.8
53069,Chevaigné-du-Maine,200042182,nd,6.3
53071,Colombiers-du-Plessis,245300389,nd,6
53072,Commer,200055887,nd,6
53073,Congrier,200048551,nd,4.8
53074,Contest,200055887,nd,6
53075,Cosmes,200048551,nd,4.8
53076,Cossé-en-Champagne,245300223,nd,5
53077,Cossé-le-Vivien,200048551,nd,4.8
53078,Coudray,245300447,nd,4.8
53079,Couesmes-Vaucé,245300389,nd,6
53080,Couptrain,200042182,nd,6.3
53082,Courbeveille,200048551,nd,4.8
53083,Courcité,200042182,nd,6.3
53084,Craon,200048551,nd,4.8
53085,Crennes-sur-Fraubée,200042182,nd,6.3
53086,La Croixille,245300355,nd,4.6
53087,La Cropte,245300223,nd,5
53088,Cuillé,200048551,nd,4.8
53089,Daon,245300447,nd,4.8
53090,Denazé,200048551,nd,4.8
53091,Désertines,245300389,nd,6
53093,La Dorée,245300389,nd,6
53094,Entrammes,200083392,nd,6.8
53096,Ernée,245300355,nd,4.6
53097,Évron,200033298,nd,6
53098,Fontaine-Couverte,200048551,nd,4.8
53099,Forcé,200083392,nd,6.8
53100,Fougerolles-du-Plessis,245300389,nd,6
53101,Fromentières,245300447,nd,4.8
53102,Gastines,200048551,nd,4.8
53103,Le Genest-Saint-Isle,200083392,nd,6.8
53104,Gennes-Longuefuye,245300447,nd,4.8
53105,Gesnes,200033298,nd,6
53106,Gesvres,200042182,nd,6.3
53107,Gorron,245300389,nd,6
53108,La Gravelle,200083392,nd,6.8
53109,Grazay,200055887,nd,6
53110,Grez-en-Bouère,245300223,nd,5
53111,La Haie-Traversaine,200055887,nd,6
53112,Le Ham,200042182,nd,6.3
53113,Hambers,200033298,nd,6
53114,Hardanges,200055887,nd,6
53115,Hercé,245300389,nd,6
53116,Le Horps,200055887,nd,6
53117,Houssay,245300447,nd,4.8
53118,Le Housseau-Brétignolles,200055887,nd,6
53119,L'Huisserie,200083392,nd,6.8
53120,Izé,200033298,nd,6
53121,Javron-les-Chapelles,200042182,nd,6.3
53122,Jublains,200055887,nd,6
53123,Juvigné,245300355,nd,4.6
53124,Prée-d'Anjou,245300447,nd,4.8
53125,Landivy,245300389,nd,6
53126,Larchamp,245300355,nd,4.6
53127,Lassay-les-Châteaux,200055887,nd,6
53128,Laubrières,200048551,nd,4.8
53129,Launay-Villiers,200083392,nd,6.8
53130,Laval,200083392,nd,6.8
53131,Lesbois,245300389,nd,6
53132,Levaré,245300389,nd,6
53133,Lignières-Orgères,200042182,nd,6.3
53134,Livet,200033298,nd,6
53135,Livré-la-Touche,200048551,nd,4.8
53136,La Roche-Neuville,245300447,nd,4.8
53137,Loiron-Ruillé,200083392,nd,6.8
53139,Loupfougères,200042182,nd,6.3
53140,Louverné,200083392,nd,6.8
53141,Louvigné,200083392,nd,6.8
53142,Madré,200042182,nd,6.3
53143,Maisoncelles-du-Maine,245300223,nd,5
53144,Marcillé-la-Ville,200055887,nd,6
53145,Marigné-Peuton,245300447,nd,4.8
53146,Martigné-sur-Mayenne,200055887,nd,6
53147,Mayenne,200055887,nd,6
53148,Mée,200048551,nd,4.8
53150,Ménil,245300447,nd,4.8
53151,Méral,200048551,nd,4.8
53152,Meslay-du-Maine,245300223,nd,5
53153,Mézangers,200033298,nd,6
53154,Montaudin,245300389,nd,6
53155,Montenay,245300355,nd,4.6
53156,Montflours,200083392,nd,6.8
53157,Montigné-le-Brillant,200083392,nd,6.8
53158,Montjean,200083392,nd,6.8
53160,Montreuil-Poulay,200055887,nd,6
53161,Montsûrs,200033298,nd,6
53162,Moulay,200055887,nd,6
53163,Neau,200033298,nd,6
53164,Neuilly-le-Vendin,200042182,nd,6.3
53165,Niafles,200048551,nd,4.8
53168,Nuillé-sur-Vicoin,200083392,nd,6.8
53169,Olivet,200083392,nd,6.8
53170,Oisseau,245300389,nd,6
53172,Origné,245300447,nd,4.8
53173,La Pallu,200042182,nd,6.3
53174,Parigné-sur-Braye,200055887,nd,6
53175,Parné-sur-Roc,200083392,nd,6.8
53176,Le Pas,245300389,nd,6
53177,La Pellerine,245300355,nd,4.6
53178,Peuton,245300447,nd,4.8
53179,Placé,200055887,nd,6
53180,Pommerieux,200048551,nd,4.8
53181,Pontmain,245300389,nd,6
53182,Port-Brillet,200083392,nd,6.8
53184,Préaux,245300223,nd,5
53185,Pré-en-Pail-Saint-Samson,200042182,nd,6.3
53186,Quelaines-Saint-Gault,200048551,nd,4.8
53187,Ravigny,200042182,nd,6.3
53188,Renazé,200048551,nd,4.8
53189,Rennes-en-Grenouilles,200055887,nd,6
53190,Le Ribay,200055887,nd,6
53191,La Roë,200048551,nd,4.8
53192,La Rouaudière,200048551,nd,4.8
53193,Ruillé-Froid-Fonds,245300223,nd,5
53195,Sacé,200055887,nd,6
53196,Saint-Aignan-de-Couptrain,200042182,nd,6.3
53197,Saint-Aignan-sur-Roë,200048551,nd,4.8
53198,Saint-Aubin-du-Désert,200042182,nd,6.3
53199,Saint-Aubin-Fosse-Louvain,245300389,nd,6
53200,Saint-Baudelle,200055887,nd,6
53201,Saint-Berthevin,200083392,nd,6.8
53202,Saint-Berthevin-la-Tannière,245300389,nd,6
53203,Saint-Brice,245300223,nd,5
53204,Saint-Calais-du-Désert,200042182,nd,6.3
53206,Saint-Charles-la-Forêt,245300223,nd,5
53208,Saint-Cyr-en-Pail,200042182,nd,6.3
53209,Saint-Cyr-le-Gravelais,200083392,nd,6.8
53210,Saint-Denis-d'Anjou,245300447,nd,4.8
53211,Saint-Denis-de-Gastines,245300355,nd,4.6
53212,Saint-Denis-du-Maine,245300223,nd,5
53213,Saint-Ellier-du-Maine,245300389,nd,6
53214,Saint-Erblon,200048551,nd,4.8
53216,Saint-Fraimbault-de-Prières,200055887,nd,6
53218,Sainte-Gemmes-le-Robert,200033298,nd,6
53219,Saint-Georges-Buttavent,200055887,nd,6
53220,Saint-Georges-le-Fléchard,200033298,nd,6
53221,Saint-Georges-sur-Erve,200033298,nd,6
53222,Saint-Germain-d'Anxure,200055887,nd,6
53223,Saint-Germain-de-Coulamer,200042182,nd,6.3
53224,Saint-Germain-le-Fouilloux,200083392,nd,6.8
53225,Saint-Germain-le-Guillaume,245300355,nd,4.6
53226,Saint-Hilaire-du-Maine,245300355,nd,4.6
53228,Blandouet-Saint Jean,200033298,nd,6
53229,Saint-Jean-sur-Mayenne,200083392,nd,6.8
53230,Saint-Julien-du-Terroux,200055887,nd,6
53232,Saint-Léger,200033298,nd,6
53233,Saint-Loup-du-Dorat,245300223,nd,5
53234,Saint-Loup-du-Gast,245300389,nd,6
53235,Sainte-Marie-du-Bois,200055887,nd,6
53236,Saint-Mars-du-Désert,200042182,nd,6.3
53237,Saint-Mars-sur-Colmont,245300389,nd,6
53238,Saint-Mars-sur-la-Futaie,245300389,nd,6
53239,Saint-Martin-de-Connée,200033298,nd,6
53240,Saint-Martin-du-Limet,200048551,nd,4.8
53242,Saint-Michel-de-la-Roë,200048551,nd,4.8
53243,Saint-Ouën-des-Toits,200083392,nd,6.8
53245,Saint-Pierre-des-Landes,245300355,nd,4.6
53246,Saint-Pierre-des-Nids,200042182,nd,6.3
53247,Saint-Pierre-la-Cour,200083392,nd,6.8
53248,Saint-Pierre-sur-Erve,200033298,nd,6
53249,Saint-Pierre-sur-Orthe,200033298,nd,6
53250,Saint-Poix,200048551,nd,4.8
53251,Saint-Quentin-les-Anges,200048551,nd,4.8
53253,Saint-Saturnin-du-Limet,200048551,nd,4.8
53255,Sainte-Suzanne-et-Chammes,200033298,nd,6
53256,Saint-Thomas-de-Courceriers,200033298,nd,6
53257,Saulges,200033298,nd,6
53258,La Selle-Craonnaise,200048551,nd,4.8
53259,Senonnes,200048551,nd,4.8
53260,Simplé,200048551,nd,4.8
53261,Soucé,245300389,nd,6
53262,Soulgé-sur-Ouette,200083392,nd,6.8
53263,Thubœuf,200055887,nd,6
53264,Thorigné-en-Charnie,200033298,nd,6
53265,Torcé-Viviers-en-Charnie,200033298,nd,6
53266,Trans,200033298,nd,6
53267,Vaiges,200033298,nd,6
53269,Vautorte,245300355,nd,4.6
53270,Vieuvy,245300389,nd,6
53271,Villaines-la-Juhel,200042182,nd,6.3
53272,Villepail,200042182,nd,6.3
53273,Villiers-Charlemagne,245300223,nd,5
53274,Vimarcé,200033298,nd,6
53276,Voutré,200033298,nd,6
54001,Abaucourt,200070589,nd,3.4
54002,Abbéville-lès-Conflans,200070845,nd,11.6
54003,Aboncourt,245400510,nd,4.2
54004,Affléville,200070845,nd,11.6
54005,Affracourt,200035772,nd,3.8
54006,Agincourt,200070589,nd,3.4
54007,Aingeray,200070563,nd,7.6
54008,Allain,245400510,nd,4.2
54009,Allamont,200070845,nd,11.6
54010,Allamps,245400510,nd,4.2
54011,Allondrelle-la-Malmaison,200043693,nd,23.5
54012,Amance,200070589,nd,3.4
54013,Amenoncourt,200069433,nd,9.2
54014,Ancerviller,200069433,nd,9.2
54015,Anderny,200070290,nd,26.8
54016,Andilly,200070563,nd,7.6
54017,Angomont,200069433,nd,9.2
54018,Anoux,200070845,nd,11.6
54019,Ansauville,200070563,nd,7.6
54020,Anthelupt,245400759,nd,3.8
54021,Armaucourt,200070589,nd,3.4
54022,Arnaville,200070738,nd,5.9
54023,Arracourt,245400759,nd,3.8
54024,Arraye-et-Han,200070589,nd,3.4
54025,Art-sur-Meurthe,245400676,nd,12.9
54026,Athienville,245400759,nd,3.8
54027,Atton,200041515,nd,6.7
54028,Auboué,200070845,nd,11.6
54029,Audun-le-Roman,200070290,nd,26.8
54030,Autrepierre,200069433,nd,9.2
54031,Autreville-sur-Moselle,200041515,nd,6.7
54032,Autrey,200035772,nd,3.8
54033,Avillers,200070290,nd,26.8
54034,Avrainville,200070563,nd,7.6
54035,Avricourt,200069433,nd,9.2
54036,Avril,200070845,nd,11.6
54037,Azelot,245400189,nd,6.7
54038,Azerailles,200070324,nd,9.3
54039,Baccarat,200070324,nd,9.3
54040,Badonviller,200069433,nd,9.2
54041,Bagneux,245400510,nd,4.2
54042,Bainville-aux-Miroirs,200035772,nd,3.8
54043,Bainville-sur-Madon,245400171,nd,4.6
54044,Barbas,200069433,nd,9.2
54045,Barbonville,200067643,nd,5.3
54046,Barisey-au-Plain,245400510,nd,4.2
54047,Barisey-la-Côte,245400510,nd,4.2
54048,Les Baroches,200070845,nd,11.6
54049,Baslieux,200043693,nd,23.5
54050,Bathelémont,245400759,nd,3.8
54051,Batilly,200070845,nd,11.6
54052,Battigny,245400510,nd,4.2
54053,Bauzemont,245400759,nd,3.8
54054,Bayon,200067643,nd,5.3
54055,Bayonville-sur-Mad,200070738,nd,5.9
54056,Bazailles,200043693,nd,23.5
54057,Beaumont,200070738,nd,5.9
54058,Béchamps,200070845,nd,11.6
54059,Belleau,200070589,nd,3.4
54060,Belleville,200041515,nd,6.7
54061,Bénaménil,200070324,nd,9.3
54062,Benney,200035772,nd,3.8
54063,Bernécourt,200070738,nd,5.9
54064,Bertrambois,200069433,nd,9.2
54065,Bertrichamps,200070324,nd,9.3
54066,Bettainvillers,200070845,nd,11.6
54067,Beuveille,200043693,nd,23.5
54068,Beuvezin,245400510,nd,4.2
54069,Beuvillers,200070290,nd,26.8
54070,Bey-sur-Seille,200070589,nd,3.4
54071,Bezange-la-Grande,245400759,nd,3.8
54072,Bezaumont,200041515,nd,6.7
54073,Bicqueley,200070563,nd,7.6
54074,Bienville-la-Petite,245400759,nd,3.8
54075,Bionville,200071066,nd,9.6
54076,Blainville-sur-l'Eau,200067643,nd,5.3
54077,Blâmont,200069433,nd,9.2
54078,Blémerey,200069433,nd,9.2
54079,Blénod-lès-Pont-à-Mousson,200041515,nd,6.7
54080,Blénod-lès-Toul,245400510,nd,4.2
54081,Boismont,200043693,nd,23.5
54082,Boncourt,200070845,nd,11.6
54083,Bonviller,245400759,nd,3.8
54084,Mont-Bonvillers,200070290,nd,26.8
54085,Borville,200067643,nd,5.3
54086,Boucq,200070563,nd,7.6
54087,Bouillonville,200070738,nd,5.9
54088,Bouvron,200070563,nd,7.6
54089,Bouxières-aux-Chênes,200070589,nd,3.4
54090,Bouxières-aux-Dames,245400601,nd,6.3
54091,Bouxières-sous-Froidmont,200041515,nd,6.7
54092,Bouzanville,200035772,nd,3.8
54093,Brainville,200070845,nd,11.6
